"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","Sales Invoice generate documents","Sales Invoice generate Bank Receipt","1","0","0","0","0"
"","002 Smoke tests documents","Object form opening ""RoutineOperationOfClosingMonth""","0","0","1","0","0"
"","Document mark/unmark for deletion","Cash Receipt","1","0","0","0","0"
"","EN generate SI>SR check Posts and DR/CR","Purchase Invoice","1","0","0","0","0"
"","001 Smoke Tests Catalogs","List form opening ""IncomeAndExpenseItems""","0","0","1","0","0"
"","Work Document Bank Payment > changes Cash flow activities","Bank Payment > changes Cash flow activities 162.1","0","0","1","0","0"
"","Y_002 Department functional option check","Advanced Invoice Issued True","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""InventoryItemsCommissioning""","0","0","1","0","0"
"","Work Document Cash Payment > changes Cash flow activities","CP > Plati servicii bancare","0","0","1","0","0"
"","ReportIncoming VAT display Document","AdditionalExpenses","0","0","1","0","0"
"","CostCenter(Location)IncomeAndExpenseInDocument","Sales Invoice EUR","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""GeneralJournalEntry""","0","0","1","0","0"
"","070 Expense report","Filling in the ""Currencies"" catalog","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""AdditionalExpenses""","0","0","1","0","0"
"","015 Accounting items creating","Create Advance","0","0","1","0","0"
"","Document mark/unmark for deletion","Fixed Assets Write Off","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""AccessGroupProfiles""","0","0","1","0","0"
"","Y_002 Department functional option check","Inventory Items Commissioning True","0","0","1","0","0"
"","Cash change CashFlowActivity avai. not availab. columns","CP Plati la fondatori aferente rambursarii capitalului social","0","0","1","0","0"
"","Accounting reports detailing check","Cash detail book","0","0","1","0","0"
"","Main menu > click open","Counterparties","0","0","1","0","0"
"","Check must be filled:Description/SKU/Code of customs/Unit/Income and expense","Products Products","1","0","0","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""TypesOfLocations""","0","0","1","0","0"
"","101 Change Fixed Assets Parameters","Change Fixed Assets Parameters Calculator","1","0","0","0","0"
"","210 Catalogs new item creation","VAT Rate creation","0","0","1","0","0"
"","E-factura","E-invoice work place Sent to ANAF","1","0","0","0","0"
"","Main menu > click open","Inventory transfers","0","0","1","0","0"
"","Work Document Bank Payment > changes Cash flow activities","Bank Payment > changes Cash flow activities 542.1","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""PerformerRoles""","0","0","1","0","0"
"","Documents generate on","list Advanced Invoice Received  generate PurchaseInvoice","0","0","1","0","0"
"","Sales AII_BR_SI_AIIR_SR_BP check DR/CR","AdvancedInvoiceIssued for SI 3","1","0","0","0","0"
"","Chart of accounts check","Chart of accounts check","0","0","1","0","0"
"","Documents Bank> Button Add","Bank Receipt button Add","1","0","0","0","0"
"","Sales Invoice generate documents","SalesOrder generate AdvancedInvoiceIssued","1","0","0","0","0"
"","Documents generate on","Advanced Invoice Received Retorn generate PurchaseInvoice","0","0","1","0","0"
"","BP CFA >Plati la stat (TVA)","Bank Payment Plati la stat (TVA)","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""Positions""","0","0","1","0","0"
"","Inventory Items commissioning","Transfer in commissioning","0","0","1","0","0"
"","Bank Receipt>change Currency>appear error","Bank Receipt check Bank accounts","0","0","1","0","0"
"","Main menu > click open","Positions","0","0","1","0","0"
"","015 Accounting items creating","Create group","0","0","1","0","0"
"","Main menu > click open","Intangible assets book","0","0","1","0","0"
"","Document mark/unmark for deletion","Inventory Items Commissioning","0","0","1","0","0"
"","Rapoarte Contabile","Opening Rapoart Click Card de Cont","0","0","1","0","0"
"","Documents generate on","PI generate Inventory Items Commissionin","1","0","0","0","0"
"","Y_002 Department functional option check","Sales Return","0","0","1","0","0"
"","003_FirstLaunchCatalogsFilling","Catalog VATRates objects","1","0","0","0","0"
"","Documents generate on","PO generate Bank Payment","1","0","0","0","0"
"","002 Smoke tests documents","Object form opening ""BankPayment""","0","0","1","0","0"
"","Docs create SAve OPen Close","Inventory Transfer","0","0","1","0","0"
"","Main menu > click open","Opening balance for VAT","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""ActivityTypes""","0","0","1","0","0"
"","Close month","Check the order of operations","0","0","1","0","0"
"","Rapoarte Contabile","Opening Rapoart Analyza subconturilor","0","0","1","0","0"
"","Y_002 Department functional option check","Report TrialBalanceByAccount False","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""Employees""","0","0","1","0","0"
"","Y_002 Department functional option check","Change Fixed Assets Parameters False","0","0","1","0","0"
"","Cash / Bank Documents added Base Document","CashPayment > select Sales return","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""SetAdvancedExpensesWriteoffParameters""","0","0","1","0","0"
"","EN generate SI>SR check Posts and DR/CR","Data preparation","0","0","1","0","0"
"","Documents generate on","list AdvancedInvoiceIssued  generate CashReceipt","0","0","1","0","0"
"","VAT calculation check","Purchase return","0","0","1","0","0"
"","Y_002 Department functional option check","Cash Receipt False","0","0","1","0","0"
"","Purchase Invoices generate documents","Purchase Invoices generate Additional Expenses","0","0","1","0","0"
"","Purchase Invoices generate documents","Purchase Invoices generate Change Fixed Assets Parameters","0","0","1","0","0"
"","Y_002 Department functional option check","Notice Of Entry","0","0","1","0","0"
"","Y_002 Department functional option check","Report AccountAnalyze False","0","0","1","0","0"
"","Y_002 Department functional option check","Fixed Assets Reconciliation False","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""EmailAccounts""","0","0","1","0","0"
"","Document mark/unmark for deletion","Inventory Write Off","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""BankAccounts""","0","0","1","0","0"
"","Work Document Cash Payment > changes Cash flow activities","CP > Plati la salariati","0","0","1","0","0"
"","Rapoarte Contabile","Opening Rapoart Extras de Cont","0","0","1","0","0"
"","BD available not available columns","BP Plati viramente interne","0","0","1","0","0"
"","Cash change CashFlowActivity avai. not availab. columns","CR Incasari Numerar de la Magazine / Puncte de comerț Amanunt  (Cantitativ)","0","0","1","0","0"
"VAT on release","090 Purchase invoice and Purchase return","Preparation","0","0","1","0","0"
"","Documents generate on","list IIC  generate InventoryItemsWriteOffFromCommissioning","0","0","1","0","0"
"","Intangible assets","Write off of intangible assets","0","0","1","0","0"
"","Positions","Position creation","0","0","1","0","0"
"","Documents Bank> Button Add","Cash Receipt button Add","0","0","1","0","0"
"","070 Expense report","Angajat principal creation","0","0","1","0","0"
"","Goods Transfer To Retail check DR/CR","Company Non Payer","1","0","0","0","0"
"","E-factura","Preparation the invoice to send","1","0","0","0","0"
"","PI gener on AIR/SI gener on AII","Advanced invoice received for button","0","0","1","0","0"
"","Goods Increase In Retail button select/Add","Create Physical inventory for Goods Increase In Retail","0","0","1","0","0"
"","VAT rates selection check","VAT payer on encashment","0","0","1","0","0"
"","Check currency conversion for EU resident","Cash Receipt Yen","1","0","0","0","0"
"","Report cash book when operation in EUR","cash book RON","0","0","1","0","0"
"","075 Expense report  Currency","Preparation add cash flow activities 623","0","0","1","0","0"
"","Y_002 Department functional option check","Cash Payment False","0","0","1","0","0"
"","Documents generate on","list PI generate Purchase Return","0","0","1","0","0"
"","Intangible assets","Purchase intangible assets","0","0","1","0","0"
"","Add to Catalog VAT Rates cod Vat","Add to Catalog VAT Rates cod Vat ITALY","0","0","1","0","0"
"","Y_002 Department functional option check","Inventory Reconciliation","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","avansa Settlements Adjustment DR/ 419.2 KR/ 411.2","1","0","0","0","0"
"","Intangible assets","Data preparation Logo test created","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""Products""","0","0","1","0","0"
"","Cash Receipt > changes Cash flow activities","deletion Advanc and CashReceipt","0","0","1","0","0"
"","Check currency conversion for EU resident","Vat payer status","0","0","1","0","0"
"","Check currency conversion for EU resident","Advanced invoice received JPY","0","0","1","0","0"
"","BD available not available columns","BR Incasari rambursari sume neutilizate de la avans de trezorerie","0","0","1","0","0"
"","Check currency conversion for EU resident","Notice of entry EUR","0","0","1","0","0"
"","VAT calculation check","Purchase invoice","0","0","1","0","0"
"","Documents generate on","PO generate Cash Payment","1","0","0","0","0"
"","MainMenu","Contabilitate_Jurnale","0","0","1","0","0"
"","AIR>BP>PI>PR>BR>check DR\CR","AIR generate Purchase Invoice 1","0","0","1","0","0"
"","Cash change CashFlowActivity avai. not availab. columns","CR Incasari rambursari sume neutilizate de la avans de trezorerie (Val)","0","0","1","0","0"
"","Chief accountant profile check","Accountant user creation","1","0","0","0","0"
"","002 Smoke tests documents","List form opening ""ChangeIntangibleAssetsParameters""","0","0","1","0","0"
"","Documents generate on","Purchase Invoice for Sales invoise1","0","0","1","0","0"
"","100 Fixed and intangible assets","Fixed assets classifier filling check","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""WorldCountries""","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""OpeningBalance""","0","0","1","0","0"
"","Y_002 Department functional option check","Report AnalysisByDimension False","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""Units""","0","0","1","0","0"
"","220 Sales invoice and Sales return","Sales invoice for services creating","1","0","0","0","0"
"","Documents generate on","ExitNotice button generate document","0","0","1","0","0"
"","050 Bank payment","Payment banking services","0","0","1","0","0"
"","VAT rates selection check","Foreign customer Additional expenses","1","0","0","0","0"
"NonPayer","030 Purchase order create and generate Purchase invoice","Purchase order create and Purchase invoice generate","0","0","1","0","0"
"","Document mark/unmark for deletion","Exit notice","0","0","1","0","0"
"","Documents generate on","PI generate Bank Payment","1","0","0","0","0"
"","002 Smoke tests documents","List form opening ""FixedAssetsWriteOff""","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""AccessGroups""","0","0","1","0","0"
"","Sales AII_BR_SI_AIIR_SR_BP check DR/CR","Advanced Invoice Issued Sales Invoice 7","1","0","0","0","0"
"","Document mark/unmark for deletion","Inventory Transfer","0","0","1","0","0"
"","Check must be filled:Description/SKU/Code of customs/Unit/Income and expense","Products Discount provided","0","0","1","0","0"
"","Cash / Bank Documents added Base Document","CashPayment select Advanced invoice received","0","0","1","0","0"
"","Documents generate on","list SalesOrder button generate SalesInvoice","1","0","0","0","0"
"","050 Bank payment","Clone bank payment table part check","0","0","1","0","0"
"","Documents generate on","list AdvancedInvoiceIssued  generate AdvancedInvoiceIssued Return","0","0","1","0","0"
"","Y_002 Department functional option check","Notice Of Entry True","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""SalesReturn""","0","0","1","0","0"
"VAT on release","090 Purchase invoice and Purchase return","Purchase invoice with VAT","1","0","0","0","0"
"","120 Additional expenses","Create Additional expenses Vendor VAT non payer","1","0","0","0","0"
"","160 Assembly build and Specification creation","Assemly build creation","0","0","1","0","0"
"","Sales AII_BR_SI_AIIR_SR_BP check DR/CR","Sales Invoice 6 case","1","0","0","0","0"
"","Negative Balances By Accounts Settings","Fill quantitative accounts","0","0","1","0","0"
"","Document mark/unmark for deletion","Opening Balance","0","0","1","0","0"
"","Cash change CashFlowActivity avai. not availab. columns","CP Plati pentru avans de trezorerie","0","0","1","0","0"
"","130 Advanced invoice issued","Advanced invoice issued RON","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""InventoryReconciliationFact""","0","0","1","0","0"
"","Check currency conversion for EU resident","Cash Receipt EUR","1","0","0","0","0"
"","Y_002 Department functional option check","Purchase order True","0","0","1","0","0"
"","PI gener on AIR/SI gener on AII","Purchase Invoice 11000 > Avansa work button","0","0","1","0","0"
"","Y_002 Department functional option check","Purchase Invoice True","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""Currencies""","0","0","1","0","0"
"","Check must be filled:Description/SKU/Code of customs/Unit/Income and expense","Products Advance income","0","0","1","0","0"
"","003_FirstLaunchCatalogsFilling","Type Of Materials","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""OpeningBalance""","0","0","1","0","0"
"","Accounting reports detailing check","Details book of materials, products, goods","0","0","1","0","0"
"","VAT calculation check","Purchase order","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Settlements Adjustment DR/ 419.2 KR/ 411.2","1","0","0","0","0"
"","Docs create SAve OPen Close","Advanced Invoice Received","0","0","1","0","0"
"","007 Check  Main Departments creation","Check  Main Departments creation","0","0","1","0","0"
"","075 Expense report  Currency","Angajat principal creation","0","0","1","0","0"
"","Main menu > click open","Main book","0","0","1","0","0"
"","Docs create SAve OPen Close","Bank Payment","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""BankAccountsOfEnterprises""","0","0","1","0","0"
"","AIR>BP>PI>PR>BR>check DR\CR","A i r_BP_PI_PR_BR 3","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""PrintFormsLanguages""","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""TaxesCodeClassifier""","1","0","0","0","0"
"","Main menu > click open","Declaration 394","0","0","1","0","0"
"","Settlements Adjustment check list Document","Source document and Opening Balance","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""TaxTypes""","0","0","1","0","0"
"","Check currency conversion for EU resident","Purchase Order Yen (JPY)","1","0","0","0","0"
"","160 Assembly build and Specification creation","Peparation Purchase invocie","0","0","1","0","0"
"","Payment request outgoing","Payment request outgoing Seria filling check","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Bank Accounts Of Enterprises","0","0","1","0","0"
"","Work Document Bank Payment > changes Cash flow activities","Settings Disabled","0","0","1","0","0"
"","VAT rates selection check","VAT payer on release Additional expenses","0","0","1","0","0"
"","Retail operations","Document Retail Sales Report","1","0","0","0","0"
"","Y_002 Department functional option check","Report AccountCard False","0","0","1","0","0"
"","PIShipToPunctDeComertAmanuntPrincipalTabTradeAllowancesVat 0 %","Company Non Payer","1","0","0","0","0"
"","Main menu > click open","Locations","0","0","1","0","0"
"","Cash Receipt > changes Cash flow activities","CR > Incasari in EUR","0","0","1","0","0"
"","Work Document Cash Payment > changes Cash flow activities","CP > Plati viramente interne","0","0","1","0","0"
"","Sales AII_BR_SI_AIIR_SR_BP check DR/CR","Bank Receipt 6 case","0","0","1","0","0"
"","Settlements Adjustment check list Document","Cash payment","0","0","1","0","0"
"","Y_002 Department functional option check","Inventory Increase True","0","0","1","0","0"
"","AIR>BP>PI>PR>BR>check DR\CR","Purchase Invoice","0","0","1","0","0"
"","Documents generate on","SI generate SalesReturn","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""LegalDocuments""","0","0","1","0","0"
"","Check must be filled:Description/SKU/Code of customs/Unit/Income and expense","Products Services received","0","0","1","0","0"
"","Add to Catalog VAT Rates cod Vat","Add to Catalog VAT Rates Reverse charge","0","0","1","0","0"
"","003_FirstLaunchCatalogsFilling","Locations filling","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""ObjectsPropertiesValues""","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""Peripherals""","0","0","1","0","0"
"","Check must be filled:Description/SKU/Code of customs/Unit/Income and expense","Products Materials","0","0","1","0","0"
"","E-Transport filling check","Consignment note creation 20-Livrare intracomunitară","0","0","1","0","0"
"","AIR>BP>PI>PR>BR>check DR\CR","Air and  BP and Air return BR 4","0","0","1","0","0"
"","Work Document Bank Payment > changes Cash flow activities","Bank Payment > changes Cash flow activities 401","0","0","1","0","0"
"","BankReceipt change cash flow activity","BR> Incasari de la fondatori din operatiuni de capital","0","0","1","0","0"
"","Documents generate on","list SalesOrder button generate CashReceipt","1","0","0","0","0"
"","Documents generate on","PR generate CashReceipt","0","0","1","0","0"
"","Purchase order generation on","Bank Payment generation","1","0","0","0","0"
"","Cash / Bank Documents added Base Document","Cash Receipt > select SI","0","0","1","0","0"
"","Rapoarte Contabile","Opening Rapoart journal Contabil","0","0","1","0","0"
"","Y_002 Department functional option check","Report Account details book True","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""Products""","0","0","1","0","0"
"","Documents generate on","list Advanced Invoice Received Retorn generate BankReceipt","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""InventoryReconciliationFact""","0","0","1","0","0"
"","Accounting reports detailing check","Cash book RO","0","0","1","0","0"
"","003_FirstLaunchCatalogsFilling","Intangible assets classifier","0","0","1","0","0"
"","BD available not available columns","BP Plati la stat (Impozitul pe profit)","0","0","1","0","0"
"","Y_002 Department functional option check","Exit notice","0","0","1","0","0"
"","Main menu > click open","Settlements adjustments","0","0","1","0","0"
"","Cash / Bank Documents added Base Document","Sales Return","0","0","1","0","0"
"","Purchase invoice for different goods kind","PI for Materie prime","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","AdvancedInvoiceReceived EUR","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""UoMClassifier""","0","0","1","0","0"
"","Documents generate on","list AdvanceReport  generate CashPayment","0","0","1","0","0"
"","E-Transport filling check","Create a Vehicle","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""Files""","0","0","1","0","0"
"","Cash / Bank Documents added Base Document","PurchaseReturn","0","0","1","0","0"
"","Bank Receipt>change Currency>appear error","Bank accounts of enterprises","0","0","1","0","0"
"","Work Document Bank Payment > changes Cash flow activities","Bank Payment > changes Cash flow activities 101.2","0","0","1","0","0"
"","101 Change Fixed Assets Parameters","Fixed asset transfer Calculator Lenovo SN457","0","0","1","0","0"
"","Main menu > click open","Fixed assets reconciliations","0","0","1","0","0"
"","Docs create SAve OPen Close","Sales Return","0","0","1","0","0"
"","VAT calculation check","Notice of entry","0","0","1","0","0"
"","Documents generate on","list PI generate Advance Report","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""SalesReturn""","0","0","1","0","0"
"","Documents generate on","SI generate PaymentRequestIngoing","1","0","0","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""UserGroups""","0","0","1","0","0"
"","Documents generate on","Purchase Invoice for InventoryItemsCommissioning","0","0","1","0","0"
"","Y_002 Department functional option check","Advance Report","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""ReportMailings""","0","0","1","0","0"
"","Documents Bank> Button Add","Bank Payment button Add","1","0","0","0","0"
"","E-Transport filling check","Consignment note creation 12-Operațiuni în sistem lohn (UE) - intrare","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""ExternalUsers""","0","0","1","0","0"
"","E-transport sending files","Consignment note posting 70-Tranzacţie intracomunitară - Ieşire după depozitare/formare nou transport","1","0","0","0","0"
"","010 Accounting policy filling","Accounting policy creation","0","0","1","0","0"
"","003_FirstLaunchCatalogsFilling","Type Of Intangible Or Tangibile Assets","0","0","1","0","0"
"NonPayer","030 Purchase order create and generate Purchase invoice","Create catalog VAT Rates objects","0","0","1","0","0"
"","Documents generate on","SalesOrder button generate Exit note","1","0","0","0","0"
"","Purchase Invoices generate documents","PurchaseOrder generate","0","0","1","0","0"
"","Documents generate on","list PI generate Payment Request Outgoing","0","0","1","0","0"
"","Y_002 Department functional option check","Inventory Write Off False","0","0","1","0","0"
"","AIR>BP>PI>PR>BR>check DR\CR","Catalog.Contracts","0","0","1","0","0"
"","Documents generate on","list AdvancedInvoiceIssued  generate BankReceipt","0","0","1","0","0"
"","Main menu > click open","Declaration 390","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Bank Receipt 419.1","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""AccessKeys""","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""InventoryItemsCommissioning""","0","0","1","0","0"
"","Settlements Adjustment check list Document","Data preparation","0","0","1","0","0"
"","Documents generate on","PI generate  CashPayment","0","0","1","0","0"
"","004_QuickSettings","Data preparation Enterprise","0","0","1","0","0"
"","Y_002 Department functional option check","Advanced Invoice Received True","0","0","1","0","0"
"","040 Bank receipt document create","Preparation Create EU resident","0","0","1","0","0"
"","MainMenu","Contabilitate_Documente","0","0","1","0","0"
"","Documents generate on","Advanced Invoice Received generate AdvancedInvoiceReceived Return","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""DataExchangeScenarios""","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""VATCodeClassifier""","0","0","1","0","0"
"","Company settings","Accounting policy creation","0","0","1","0","0"
"","PI gener on AIR/SI gener on AII","Advanced Invoice Issued for button","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""PurchaseReturn""","0","0","1","0","0"
"","AII_BR_AII(Return)","AII_BR_AIIR  5 case","0","0","1","0","0"
"","Accounting reports detailing check","Main book","0","0","1","0","0"
"","E-transport sending files","Consignment note posting 30-Transport pe teritoriul naţional for sending","1","0","0","0","0"
"","Import and Template for import","Add to Catalog Units","1","0","0","0","0"
"","E-Transport filling check","Consignment note creation 30-Transport pe teritoriul naţional","0","0","1","0","0"
"","Work Document Cash Payment > changes Cash flow activities","CashPayment > Plati la fondatori aferente rambursarii capitalului social","0","0","1","0","0"
"","Check currency conversion for EU resident","Purchase Invoice  Yen (JPY)","1","0","0","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""AccountingSettingsKinds""","0","0","1","0","0"
"","Check currency conversion for EU resident","Filling in the ""Currencies"" catalog","0","0","1","0","0"
"","Documents generate on","Purchase Invoice for Sales invoise","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""DocumentTypes""","0","0","1","0","0"
"","Work Document Bank Payment > changes Cash flow activities","Bank Payment > changes Cash flow activities 666","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""States""","0","0","1","0","0"
"","EN generate SI>SR check Posts and DR/CR","Exit notice","1","0","0","0","0"
"","Journal entry document","Journal entry document","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""MagneticCardsTemplates""","0","0","1","0","0"
"","Check currency conversion for EU resident","Additional Expenses EUR","1","0","0","0","0"
"","Check currency conversion for EU resident","Bank Receipt in  Yen","1","0","0","0","0"
"","002 Smoke tests documents","List form opening ""SalesOrder""","0","0","1","0","0"
"","Check currency conversion for EU resident","Filling in the ""Currencies"" catalog Yen","1","0","0","0","0"
"","002 Smoke tests documents","List form opening ""PaymentRequestOutgoing""","0","0","1","0","0"
"","Check currency conversion for EU resident","Advanced Invoice Issued EUR","0","0","1","0","0"
"VAT on release","090 Purchase invoice and Purchase return","Purchase invoice create","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""ChecksKinds""","0","0","1","0","0"
"","PI gener on AIR/SI gener on AII","Purchase Invoice 900 < Avansa work button","0","0","1","0","0"
"","Payment request ingoing","Payment request ingoing (Promissory note)","0","0","1","0","0"
"","Docs create SAve OPen Close","Inventory Reconciliation Fact","0","0","1","0","0"
"","Documents generate on","list ExitNotice button generate SI","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""AddIns""","0","0","1","0","0"
"","000_SetUseVanessaEXTadd-in","Set Use VanessaExt add in checkbox","0","0","1","0","0"
"","Y_002 Department functional option check","Sales Invoice False","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""ObjectPropertyValueHierarchy""","0","0","1","0","0"
"","VAT rates selection check","EU member","1","0","0","0","0"
"","020 Opening balance create","Source document creation","0","0","1","0","0"
"","Check VAT limits","Check VAT limits 2","0","0","1","0","0"
"","Y_002 Department functional option check","Assembly","0","0","1","0","0"
"","Documents generate on","AdvancedInvoiceIssued  generate SalesInvoice","0","0","1","0","0"
"","Work Document Bank Payment > changes Cash flow activities","Bank Payment > changes Cash flow activities 409.11","0","0","1","0","0"
"","101 Change Fixed Assets Parameters","Check Fixed Assets Depreciation next month","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""PerformerRoles""","0","0","1","0","0"
"","Docs create SAve OPen Close","Fixed Assets Reconciliation","0","0","1","0","0"
"","Y_002 Department functional option check","Set Advanced Income Write off Parameters True","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Catalog.Contracts","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""PurchaseOrder""","0","0","1","0","0"
"","Docs create SAve OPen Close","Fixed Assets Write Off","0","0","1","0","0"
"","AIR>BP>PI>PR>BR>check DR\CR","Advanced invoice received 7","0","0","1","0","0"
"","Documents generate on","AdvanceReport Undo Posting","0","0","1","0","0"
"","Main menu > click open","General journal","0","0","1","0","0"
"","Document mark/unmark for deletion","Purchase order","0","0","1","0","0"
"","BankReceipt change cash flow activity","BR> Incasari rambursari sume neutilizate de la avans de trezorerie","0","0","1","0","0"
"","Docs create SAve OPen Close","Inventory Increase","0","0","1","0","0"
"","Documents generate on","AdditionalExpenses UndoPosting","0","0","1","0","0"
"","PInvoice added line after choose vender","PurchaseInvoice added line after choose vender","0","0","1","0","0"
"","Accounting reports detailing check","Trial balance detailing check","0","0","1","0","0"
"","011 Filling in the Currencies catalog","Import of currency exchange rates","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""InventoryInCommissioningTransfer""","0","0","1","0","0"
"","Documents generate on","list PR generate Bank Receipt","0","0","1","0","0"
"","Document mark/unmark for deletion","Set Advanced Expenses Write off Parameters","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""InventoryWriteOff""","0","0","1","0","0"
"","Retail operations","GoodsReturnFromRetail","1","0","0","0","0"
"","Cash / Bank Documents added Base Document","Purchase Invoice","0","0","1","0","0"
"","Document mark/unmark for deletion","Additional Expenses","0","0","1","0","0"
"","070 Expense report","Payment by fiscal receipt2","0","0","1","0","0"
"","Document mark/unmark for deletion","Sales Order","0","0","1","0","0"
"","101 Change Fixed Assets Parameters","Data preparation Locations","0","0","1","0","0"
"","Work Document Cash Payment > changes Cash flow activities","CP > Plati la stat (Impozitul pe venit)","0","0","1","0","0"
"","Settlements Adjustment check list Document","Catalog.Contracts","0","0","1","0","0"
"","Intangible assets","Create Expense item","0","0","1","0","0"
"","Check work Customs Declaration","Create Bank payment CUSTOM ROMANIA","0","0","1","0","0"
"","Docs create SAve OPen Close","Purchase order","0","0","1","0","0"
"","Y_002 Department functional option check","Bank Receipt False","0","0","1","0","0"
"NonPayer","030 Purchase order create and generate Purchase invoice","Create catalog Companies objects","0","0","1","0","0"
"","Y_002 Department functional option check","Sales Return True","0","0","1","0","0"
"","Retail operations","Create Document Purchase Invoice on Punct de comert amanunt principal","1","0","0","0","0"
"","001 Smoke Tests Catalogs","List form opening ""TypeOfMaterials""","0","0","1","0","0"
"","Report cash book when operation in EUR","Cash book foreign currency","0","0","1","0","0"
"","Check VAT limits","Check VAT limits","0","0","1","0","0"
"","Check currency conversion for EU resident","Cash Payment Yen","1","0","0","0","0"
"","Main menu > click open","Settings","0","0","1","0","0"
"","Documents generate on","PI generate Purchase Return","1","0","0","0","0"
"","001 Smoke Tests Catalogs","List form opening ""FilesVersions""","0","0","1","0","0"
"","070 Expense report","Documents list check","0","0","1","0","0"
"","Catalogs data export","Locations catalog","0","0","1","0","0"
"","Main menu > click open","Advanced invoices received","0","0","1","0","0"
"","Payment request outgoing","Payment request outgoing (Bank check)","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""BankClassifier""","0","0","1","0","0"
"","Y_002 Department functional option check","Inventory Reconciliation True","0","0","1","0","0"
"","Y_002 Department functional option check","Inventory Reconciliation Fact","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""Units""","0","0","1","0","0"
"","E-Transport filling check","Consignment note creation 24-Stocuri la dispoziția clientului (Call-off stock) - ieșire","0","0","1","0","0"
"","Documents generate on","Advanced Invoice Received button generate document","0","0","1","0","0"
"","Check currency conversion for EU resident","Bank Payment in EUR","1","0","0","0","0"
"","Source document","Source document Internal invoice","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""NoticeOfEntry""","0","0","1","0","0"
