"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 17 02:10:04 UTC 2024","Wed Jul 17 02:10:05 UTC 2024","989","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""GroupsOfVATRates""",""
"passed","Wed Jul 17 02:19:11 UTC 2024","Wed Jul 17 02:19:12 UTC 2024","1348","","015 Accounting items creating","","","","(VATOnRelease) Create a Materie prime",""
"passed","Wed Jul 17 02:13:17 UTC 2024","Wed Jul 17 02:13:20 UTC 2024","2801","","004_QuickSettings","","","","(VATOnRelease) Accounting policy creation",""
"passed","Wed Jul 17 03:56:48 UTC 2024","Wed Jul 17 03:56:55 UTC 2024","6861","","Work Document Bank Payment > changes Cash flow activities","","","","(VATOnRelease) deletion",""
"passed","Wed Jul 17 03:07:56 UTC 2024","Wed Jul 17 03:07:58 UTC 2024","2331","","Documents generate on","","","","(VATOnRelease) AdvanceReport  generate CashPayment",""
"passed","Wed Jul 17 02:14:39 UTC 2024","Wed Jul 17 02:14:40 UTC 2024","1267","","002 Smoke tests documents","","","","(VATOnRelease) Object form opening ""AdvancedInvoiceReceived""",""
"passed","Wed Jul 17 02:10:02 UTC 2024","Wed Jul 17 02:10:03 UTC 2024","1005","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""PostalDistricts""",""
"passed","Wed Jul 17 02:14:20 UTC 2024","Wed Jul 17 02:14:21 UTC 2024","1032","","002 Smoke tests documents","","","","(VATOnRelease) Object form opening ""FixedAssetsReconciliation""",""
"passed","Wed Jul 17 02:49:57 UTC 2024","Wed Jul 17 02:50:02 UTC 2024","5836","","MainMenu","","","","(VATOnRelease) Vânzări cu amănunt",""
"failed","Wed Jul 17 03:14:04 UTC 2024","Wed Jul 17 03:14:15 UTC 2024","11064","","Documents generate on","","","","(VATOnRelease) FixedAssets generate",""
"passed","Wed Jul 17 02:18:50 UTC 2024","Wed Jul 17 02:18:53 UTC 2024","3040","","015 Accounting items creating","","","","(VATOnRelease) Create a tangible asset",""
"failed","Wed Jul 17 02:55:35 UTC 2024","Wed Jul 17 02:55:51 UTC 2024","15582","","Check currency conversion for EU resident","","","","(VATOnRelease) Sales Order  Yen",""
"failed","Wed Jul 17 02:18:05 UTC 2024","Wed Jul 17 02:18:10 UTC 2024","5632","","015 Accounting items creating","","","","(VATOnRelease) Preparation",""
"passed","Wed Jul 17 03:08:21 UTC 2024","Wed Jul 17 03:08:23 UTC 2024","2431","","Documents generate on","","","","(VATOnRelease) Advanced Invoice Received  generate CashPayment",""
"passed","Wed Jul 17 03:58:01 UTC 2024","Wed Jul 17 03:58:03 UTC 2024","2331","","Cash / Bank Documents added Base Document","","","","(VATOnRelease) AdvancedInvoiceIssued",""
"passed","Wed Jul 17 02:07:53 UTC 2024","Wed Jul 17 02:07:54 UTC 2024","1052","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""AccessKeys""",""
"passed","Wed Jul 17 02:08:43 UTC 2024","Wed Jul 17 02:08:44 UTC 2024","1270","","001 Smoke Tests Catalogs","","","","(VATOnRelease) List form opening ""PredefinedReportsOptions""",""
"passed","Wed Jul 17 03:06:58 UTC 2024","Wed Jul 17 03:07:01 UTC 2024","2926","","Documents generate on","","","","(VATOnRelease) PR generate Bank Receipt",""
"passed","Wed Jul 17 02:09:11 UTC 2024","Wed Jul 17 02:09:12 UTC 2024","1001","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""WorldCountries""",""
"passed","Wed Jul 17 04:09:17 UTC 2024","Wed Jul 17 04:09:21 UTC 2024","3550","","AIR>BP>PI>PR>BR>check DR\CR","","","","(VATOnRelease) Advanced invoice received 7_2",""
"passed","Wed Jul 17 03:22:33 UTC 2024","Wed Jul 17 03:22:36 UTC 2024","3753","","Set Advanced income Write off Parameters","","","","(VATOnRelease) Opening balance Advance income",""
"passed","Wed Jul 17 02:10:01 UTC 2024","Wed Jul 17 02:10:02 UTC 2024","1145","","001 Smoke Tests Catalogs","","","","(VATOnRelease) List form opening ""PostalDistricts""",""
"passed","Wed Jul 17 03:24:27 UTC 2024","Wed Jul 17 03:24:27 UTC 2024","594","","Settlements Adjustment >DR/CR","","","","(VATOnRelease) Data preparation",""
"passed","Wed Jul 17 03:08:14 UTC 2024","Wed Jul 17 03:08:16 UTC 2024","2165","","Documents generate on","","","","(VATOnRelease) list Advanced Invoice Received generate BankReceipt",""
"passed","Wed Jul 17 02:32:49 UTC 2024","Wed Jul 17 02:33:05 UTC 2024","16317","","Cash and Bank payment fill by Purchase invoices check","","","","(VATOnRelease) Cash Payment check",""
"failed","Wed Jul 17 04:18:21 UTC 2024","Wed Jul 17 04:18:34 UTC 2024","12951","","Weighted average method","","","","(VATOnRelease) Purchase invoice",""
"passed","Wed Jul 17 02:29:21 UTC 2024","Wed Jul 17 02:29:24 UTC 2024","3373","","101 Change Fixed Assets Parameters","","","","(VATOnRelease) Report Fix asset card SET mobila birou B3210",""
"passed","Wed Jul 17 02:11:15 UTC 2024","Wed Jul 17 02:11:16 UTC 2024","970","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""Taxes""",""
"passed","Wed Jul 17 02:43:01 UTC 2024","Wed Jul 17 02:43:05 UTC 2024","4006","","Close month","","","","(VATOnRelease) Preparation end of month document",""
"passed","Wed Jul 17 02:17:06 UTC 2024","Wed Jul 17 02:17:09 UTC 2024","3654","","003_FirstLaunchCatalogsFilling","","","","(VATOnRelease) Cash Flow Activities",""
"passed","Wed Jul 17 04:00:10 UTC 2024","Wed Jul 17 04:00:13 UTC 2024","2879","","Cash Receipt > changes Cash flow activities","","","","(VATOnRelease) Create Cash Receipt cash flow activity 411.1",""
"passed","Wed Jul 17 02:10:23 UTC 2024","Wed Jul 17 02:10:24 UTC 2024","1048","","001 Smoke Tests Catalogs","","","","(VATOnRelease) List form opening ""Enterprises""",""
"passed","Wed Jul 17 02:10:51 UTC 2024","Wed Jul 17 02:10:52 UTC 2024","989","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""TypeOfIntangibleOrTangibileAssets""",""
"failed","Wed Jul 17 03:16:14 UTC 2024","Wed Jul 17 03:16:32 UTC 2024","18599","","Sales Invoice generate documents","","","","(VATOnRelease) Sales Invoice generate Bank Receipt",""
"passed","Wed Jul 17 02:15:21 UTC 2024","Wed Jul 17 02:15:22 UTC 2024","1001","","002 Smoke tests documents","","","","(VATOnRelease) Object form opening ""RoutineOperationOfClosingMonth""",""
"failed","Wed Jul 17 04:04:35 UTC 2024","Wed Jul 17 04:04:43 UTC 2024","7822","","Document mark/unmark for deletion","","","","(VATOnRelease) Cash Receipt",""
"failed","Wed Jul 17 03:16:41 UTC 2024","Wed Jul 17 03:16:49 UTC 2024","7444","","EN generate SI>SR check Posts and DR/CR","","","","(VATOnRelease) Purchase Invoice",""
"passed","Wed Jul 17 02:10:48 UTC 2024","Wed Jul 17 02:10:49 UTC 2024","1030","","001 Smoke Tests Catalogs","","","","(VATOnRelease) List form opening ""IncomeAndExpenseItems""",""
"passed","Wed Jul 17 03:56:15 UTC 2024","Wed Jul 17 03:56:17 UTC 2024","1957","","Work Document Bank Payment > changes Cash flow activities","","","","(VATOnRelease) Bank Payment > changes Cash flow activities 162.1",""
"passed","Wed Jul 17 04:13:58 UTC 2024","Wed Jul 17 04:14:00 UTC 2024","1627","","Y_002 Department functional option check","","","","(VATOnRelease) Advanced Invoice Issued True",""
"passed","Wed Jul 17 02:15:17 UTC 2024","Wed Jul 17 02:15:19 UTC 2024","1205","","002 Smoke tests documents","","","","(VATOnRelease) List form opening ""InventoryItemsCommissioning""",""
"passed","Wed Jul 17 03:59:49 UTC 2024","Wed Jul 17 03:59:51 UTC 2024","2082","","Work Document Cash Payment > changes Cash flow activities","","","","(VATOnRelease) CP > Plati servicii bancare",""
"passed","Wed Jul 17 02:46:13 UTC 2024","Wed Jul 17 02:46:15 UTC 2024","2768","","ReportIncoming VAT display Document","","","","(VATOnRelease) AdditionalExpenses",""
"passed","Wed Jul 17 02:58:11 UTC 2024","Wed Jul 17 02:58:19 UTC 2024","7959","","CostCenter(Location)IncomeAndExpenseInDocument","","","","(VATOnRelease) Sales Invoice EUR",""
"passed","Wed Jul 17 02:15:23 UTC 2024","Wed Jul 17 02:15:24 UTC 2024","1064","","002 Smoke tests documents","","","","(VATOnRelease) Object form opening ""GeneralJournalEntry""",""
"passed","Wed Jul 17 02:21:53 UTC 2024","Wed Jul 17 02:21:57 UTC 2024","3222","","070 Expense report","","","","(VATOnRelease) Filling in the ""Currencies"" catalog",""
"passed","Wed Jul 17 02:15:25 UTC 2024","Wed Jul 17 02:15:27 UTC 2024","1268","","002 Smoke tests documents","","","","(VATOnRelease) Object form opening ""AdditionalExpenses""",""
"passed","Wed Jul 17 02:19:17 UTC 2024","Wed Jul 17 02:19:20 UTC 2024","2805","","015 Accounting items creating","","","","(VATOnRelease) Create Advance",""
"passed","Wed Jul 17 04:05:46 UTC 2024","Wed Jul 17 04:05:53 UTC 2024","7102","","Document mark/unmark for deletion","","","","(VATOnRelease) Fixed Assets Write Off",""
"passed","Wed Jul 17 02:07:46 UTC 2024","Wed Jul 17 02:07:48 UTC 2024","2284","","001 Smoke Tests Catalogs","","","","(VATOnRelease) List form opening ""AccessGroupProfiles""",""
"passed","Wed Jul 17 04:14:22 UTC 2024","Wed Jul 17 04:14:23 UTC 2024","1426","","Y_002 Department functional option check","","","","(VATOnRelease) Inventory Items Commissioning True",""
"passed","Wed Jul 17 03:58:34 UTC 2024","Wed Jul 17 03:58:38 UTC 2024","3739","","Cash change CashFlowActivity avai. not availab. columns","","","","(VATOnRelease) CP Plati la fondatori aferente rambursarii capitalului social",""
"passed","Wed Jul 17 03:19:05 UTC 2024","Wed Jul 17 03:19:08 UTC 2024","3045","","Accounting reports detailing check","","","","(VATOnRelease) Cash detail book",""
"passed","Wed Jul 17 02:40:25 UTC 2024","Wed Jul 17 02:40:26 UTC 2024","1068","","Main menu > click open","","","","(VATOnRelease) Counterparties",""
"failed","Wed Jul 17 02:37:47 UTC 2024","Wed Jul 17 02:37:53 UTC 2024","6916","","Check must be filled:Description/SKU/Code of customs/Unit/Income and expense","","","","(VATOnRelease) Products Products",""
"passed","Wed Jul 17 02:10:11 UTC 2024","Wed Jul 17 02:10:12 UTC 2024","989","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""TypesOfLocations""",""
"failed","Wed Jul 17 02:28:16 UTC 2024","Wed Jul 17 02:28:46 UTC 2024","29402","","101 Change Fixed Assets Parameters","","","","(VATOnRelease) Change Fixed Assets Parameters Calculator",""
"passed","Wed Jul 17 02:33:57 UTC 2024","Wed Jul 17 02:33:59 UTC 2024","2206","","210 Catalogs new item creation","","","","(VATOnRelease) VAT Rate creation",""
"failed","Wed Jul 17 03:30:39 UTC 2024","Wed Jul 17 03:30:59 UTC 2024","19759","","E-factura","","","","(VATOnRelease) E-invoice work place Sent to ANAF",""
"passed","Wed Jul 17 02:39:40 UTC 2024","Wed Jul 17 02:39:41 UTC 2024","1021","","Main menu > click open","","","","(VATOnRelease) Inventory transfers",""
"passed","Wed Jul 17 03:56:31 UTC 2024","Wed Jul 17 03:56:33 UTC 2024","1853","","Work Document Bank Payment > changes Cash flow activities","","","","(VATOnRelease) Bank Payment > changes Cash flow activities 542.1",""
"passed","Wed Jul 17 02:08:41 UTC 2024","Wed Jul 17 02:08:42 UTC 2024","1130","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""PerformerRoles""",""
"passed","Wed Jul 17 03:08:23 UTC 2024","Wed Jul 17 03:08:26 UTC 2024","2498","","Documents generate on","","","","(VATOnRelease) list Advanced Invoice Received  generate PurchaseInvoice",""
"failed","Wed Jul 17 04:10:44 UTC 2024","Wed Jul 17 04:10:58 UTC 2024","13697","","Sales AII_BR_SI_AIIR_SR_BP check DR/CR","","","","(VATOnRelease) AdvancedInvoiceIssued for SI 3",""
"passed","Wed Jul 17 02:40:32 UTC 2024","Wed Jul 17 02:40:41 UTC 2024","9010","","Chart of accounts check","","","","(VATOnRelease) Chart of accounts check",""
"failed","Wed Jul 17 04:01:24 UTC 2024","Wed Jul 17 04:01:35 UTC 2024","10903","","Documents Bank> Button Add","","","","(VATOnRelease) Bank Receipt button Add",""
"failed","Wed Jul 17 03:15:30 UTC 2024","Wed Jul 17 03:15:37 UTC 2024","6497","","Sales Invoice generate documents","","","","(VATOnRelease) SalesOrder generate AdvancedInvoiceIssued",""
"passed","Wed Jul 17 03:08:48 UTC 2024","Wed Jul 17 03:08:51 UTC 2024","2449","","Documents generate on","","","","(VATOnRelease) Advanced Invoice Received Retorn generate PurchaseInvoice",""
"passed","Wed Jul 17 02:51:36 UTC 2024","Wed Jul 17 02:51:38 UTC 2024","1425","","BP CFA >Plati la stat (TVA)","","","","(VATOnRelease) Bank Payment Plati la stat (TVA)",""
"passed","Wed Jul 17 02:11:13 UTC 2024","Wed Jul 17 02:11:14 UTC 2024","1002","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""Positions""",""
"passed","Wed Jul 17 02:48:29 UTC 2024","Wed Jul 17 02:48:31 UTC 2024","2847","","Inventory Items commissioning","","","","(VATOnRelease) Transfer in commissioning",""
"passed","Wed Jul 17 03:55:14 UTC 2024","Wed Jul 17 03:55:15 UTC 2024","250","","Bank Receipt>change Currency>appear error","","","","(VATOnRelease) Bank Receipt check Bank accounts",""
"passed","Wed Jul 17 02:40:30 UTC 2024","Wed Jul 17 02:40:31 UTC 2024","989","","Main menu > click open","","","","(VATOnRelease) Positions",""
"passed","Wed Jul 17 02:19:20 UTC 2024","Wed Jul 17 02:19:22 UTC 2024","2003","","015 Accounting items creating","","","","(VATOnRelease) Create group",""
"passed","Wed Jul 17 02:39:47 UTC 2024","Wed Jul 17 02:39:48 UTC 2024","1208","","Main menu > click open","","","","(VATOnRelease) Intangible assets book",""
"passed","Wed Jul 17 04:04:28 UTC 2024","Wed Jul 17 04:04:35 UTC 2024","7108","","Document mark/unmark for deletion","","","","(VATOnRelease) Inventory Items Commissioning",""
"passed","Wed Jul 17 02:51:06 UTC 2024","Wed Jul 17 02:51:08 UTC 2024","2065","","Rapoarte Contabile","","","","(VATOnRelease) Opening Rapoart Click Card de Cont",""
"failed","Wed Jul 17 03:04:53 UTC 2024","Wed Jul 17 03:04:59 UTC 2024","6649","","Documents generate on","","","","(VATOnRelease) PI generate Inventory Items Commissionin",""
"passed","Wed Jul 17 04:11:57 UTC 2024","Wed Jul 17 04:12:00 UTC 2024","3050","","Y_002 Department functional option check","","","","(VATOnRelease) Sales Return",""
"failed","Wed Jul 17 02:17:13 UTC 2024","Wed Jul 17 02:17:22 UTC 2024","8890","","003_FirstLaunchCatalogsFilling","","","","(VATOnRelease) Catalog VATRates objects",""
"failed","Wed Jul 17 03:02:03 UTC 2024","Wed Jul 17 03:02:26 UTC 2024","22365","","Documents generate on","","","","(VATOnRelease) PO generate Bank Payment",""
"passed","Wed Jul 17 02:15:34 UTC 2024","Wed Jul 17 02:15:35 UTC 2024","1345","","002 Smoke tests documents","","","","(VATOnRelease) Object form opening ""BankPayment""",""
"passed","Wed Jul 17 02:44:12 UTC 2024","Wed Jul 17 02:44:13 UTC 2024","1829","","Docs create SAve OPen Close","","","","(VATOnRelease) Inventory Transfer",""
"passed","Wed Jul 17 02:39:06 UTC 2024","Wed Jul 17 02:39:07 UTC 2024","1204","","Main menu > click open","","","","(VATOnRelease) Opening balance for VAT",""
"passed","Wed Jul 17 02:10:21 UTC 2024","Wed Jul 17 02:10:22 UTC 2024","970","","001 Smoke Tests Catalogs","","","","(VATOnRelease) List form opening ""ActivityTypes""",""
"passed","Wed Jul 17 02:43:05 UTC 2024","Wed Jul 17 02:43:08 UTC 2024","3660","","Close month","","","","(VATOnRelease) Check the order of operations",""
"passed","Wed Jul 17 02:51:16 UTC 2024","Wed Jul 17 02:51:18 UTC 2024","1925","","Rapoarte Contabile","","","","(VATOnRelease) Opening Rapoart Analyza subconturilor",""
"passed","Wed Jul 17 04:13:40 UTC 2024","Wed Jul 17 04:13:42 UTC 2024","2025","","Y_002 Department functional option check","","","","(VATOnRelease) Report TrialBalanceByAccount False",""
"passed","Wed Jul 17 02:10:27 UTC 2024","Wed Jul 17 02:10:28 UTC 2024","1048","","001 Smoke Tests Catalogs","","","","(VATOnRelease) List form opening ""Employees""",""
"passed","Wed Jul 17 04:13:12 UTC 2024","Wed Jul 17 04:13:15 UTC 2024","3035","","Y_002 Department functional option check","","","","(VATOnRelease) Change Fixed Assets Parameters False",""
"passed","Wed Jul 17 03:58:19 UTC 2024","Wed Jul 17 03:58:21 UTC 2024","2034","","Cash / Bank Documents added Base Document","","","","(VATOnRelease) CashPayment > select Sales return",""
"passed","Wed Jul 17 02:14:57 UTC 2024","Wed Jul 17 02:14:58 UTC 2024","1192","","002 Smoke tests documents","","","","(VATOnRelease) List form opening ""SetAdvancedExpensesWriteoffParameters""",""
"passed","Wed Jul 17 03:16:40 UTC 2024","Wed Jul 17 03:16:41 UTC 2024","676","","EN generate SI>SR check Posts and DR/CR","","","","(VATOnRelease) Data preparation",""
"passed","Wed Jul 17 03:12:31 UTC 2024","Wed Jul 17 03:12:34 UTC 2024","2420","","Documents generate on","","","","(VATOnRelease) list AdvancedInvoiceIssued  generate CashReceipt",""
"passed","Wed Jul 17 03:35:16 UTC 2024","Wed Jul 17 03:35:20 UTC 2024","3862","","VAT calculation check","","","","(VATOnRelease) Purchase return",""
"passed","Wed Jul 17 04:12:54 UTC 2024","Wed Jul 17 04:12:57 UTC 2024","2847","","Y_002 Department functional option check","","","","(VATOnRelease) Cash Receipt False",""
"passed","Wed Jul 17 03:14:55 UTC 2024","Wed Jul 17 03:14:55 UTC 2024","797","","Purchase Invoices generate documents","","","","(VATOnRelease) Purchase Invoices generate Additional Expenses",""
"passed","Wed Jul 17 03:14:57 UTC 2024","Wed Jul 17 03:14:58 UTC 2024","832","","Purchase Invoices generate documents","","","","(VATOnRelease) Purchase Invoices generate Change Fixed Assets Parameters",""
"passed","Wed Jul 17 04:12:15 UTC 2024","Wed Jul 17 04:12:18 UTC 2024","2832","","Y_002 Department functional option check","","","","(VATOnRelease) Notice Of Entry",""
"passed","Wed Jul 17 04:13:30 UTC 2024","Wed Jul 17 04:13:32 UTC 2024","2024","","Y_002 Department functional option check","","","","(VATOnRelease) Report AccountAnalyze False",""
"passed","Wed Jul 17 04:13:15 UTC 2024","Wed Jul 17 04:13:18 UTC 2024","3055","","Y_002 Department functional option check","","","","(VATOnRelease) Fixed Assets Reconciliation False",""
"passed","Wed Jul 17 02:08:17 UTC 2024","Wed Jul 17 02:08:18 UTC 2024","1146","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""EmailAccounts""",""
"passed","Wed Jul 17 04:04:21 UTC 2024","Wed Jul 17 04:04:28 UTC 2024","6907","","Document mark/unmark for deletion","","","","(VATOnRelease) Inventory Write Off",""
"passed","Wed Jul 17 02:10:36 UTC 2024","Wed Jul 17 02:10:37 UTC 2024","1017","","001 Smoke Tests Catalogs","","","","(VATOnRelease) List form opening ""BankAccounts""",""
"passed","Wed Jul 17 03:59:46 UTC 2024","Wed Jul 17 03:59:49 UTC 2024","2253","","Work Document Cash Payment > changes Cash flow activities","","","","(VATOnRelease) CP > Plati la salariati",""
"passed","Wed Jul 17 02:51:18 UTC 2024","Wed Jul 17 02:51:20 UTC 2024","2034","","Rapoarte Contabile","","","","(VATOnRelease) Opening Rapoart Extras de Cont",""
"passed","Wed Jul 17 03:44:35 UTC 2024","Wed Jul 17 03:45:25 UTC 2024","50425","","BD available not available columns","","","","(VATOnRelease) BP Plati viramente interne",""
"passed","Wed Jul 17 03:59:14 UTC 2024","Wed Jul 17 03:59:16 UTC 2024","2118","","Cash change CashFlowActivity avai. not availab. columns","","","","(VATOnRelease) CR Incasari Numerar de la Magazine / Puncte de comerț Amanunt  (Cantitativ)",""
"passed","Wed Jul 17 02:26:09 UTC 2024","Wed Jul 17 02:26:09 UTC 2024","578","","090 Purchase invoice and Purchase return","","","","(VATOnRelease) Preparation",""
"passed","Wed Jul 17 03:12:52 UTC 2024","Wed Jul 17 03:12:55 UTC 2024","2404","","Documents generate on","","","","(VATOnRelease) list IIC  generate InventoryItemsWriteOffFromCommissioning",""
"passed","Wed Jul 17 02:47:51 UTC 2024","Wed Jul 17 02:47:59 UTC 2024","8318","","Intangible assets","","","","(VATOnRelease) Write off of intangible assets",""
"passed","Wed Jul 17 03:18:38 UTC 2024","Wed Jul 17 03:18:40 UTC 2024","2160","","Positions","","","","(VATOnRelease) Position creation",""
"passed","Wed Jul 17 04:01:52 UTC 2024","Wed Jul 17 04:01:55 UTC 2024","2582","","Documents Bank> Button Add","","","","(VATOnRelease) Cash Receipt button Add",""
"passed","Wed Jul 17 02:21:57 UTC 2024","Wed Jul 17 02:21:58 UTC 2024","1082","","070 Expense report","","","","(VATOnRelease) Angajat principal creation",""
"failed","Wed Jul 17 04:15:08 UTC 2024","Wed Jul 17 04:15:15 UTC 2024","6652","","Goods Transfer To Retail check DR/CR","","","","(VATOnRelease) Company Non Payer",""
"failed","Wed Jul 17 03:30:12 UTC 2024","Wed Jul 17 03:30:34 UTC 2024","22584","","E-factura","","","","(VATOnRelease) Preparation the invoice to send",""
"passed","Wed Jul 17 04:06:26 UTC 2024","Wed Jul 17 04:06:28 UTC 2024","2213","","PI gener on AIR/SI gener on AII","","","","(VATOnRelease) Advanced invoice received for button",""
"passed","Wed Jul 17 04:17:47 UTC 2024","Wed Jul 17 04:17:49 UTC 2024","2494","","Goods Increase In Retail button select/Add","","","","(VATOnRelease) Create Physical inventory for Goods Increase In Retail",""
"passed","Wed Jul 17 03:35:43 UTC 2024","Wed Jul 17 03:35:46 UTC 2024","3160","","VAT rates selection check","","","","(VATOnRelease) VAT payer on encashment",""
"failed","Wed Jul 17 02:57:37 UTC 2024","Wed Jul 17 02:57:42 UTC 2024","5459","","Check currency conversion for EU resident","","","","(VATOnRelease) Cash Receipt Yen",""
"passed","Wed Jul 17 02:51:20 UTC 2024","Wed Jul 17 02:51:23 UTC 2024","2676","","Report cash book when operation in EUR","","","","(VATOnRelease) cash book RON",""
"passed","Wed Jul 17 02:24:08 UTC 2024","Wed Jul 17 02:24:09 UTC 2024","661","","075 Expense report  Currency","","","","(VATOnRelease) Preparation add cash flow activities 623",""
"passed","Wed Jul 17 04:12:57 UTC 2024","Wed Jul 17 04:13:00 UTC 2024","3051","","Y_002 Department functional option check","","","","(VATOnRelease) Cash Payment False",""
"passed","Wed Jul 17 03:05:31 UTC 2024","Wed Jul 17 03:05:33 UTC 2024","2644","","Documents generate on","","","","(VATOnRelease) list PI generate Purchase Return",""
"passed","Wed Jul 17 02:46:57 UTC 2024","Wed Jul 17 02:47:00 UTC 2024","3083","","Intangible assets","","","","(VATOnRelease) Purchase intangible assets",""
"passed","Wed Jul 17 02:51:28 UTC 2024","Wed Jul 17 02:51:30 UTC 2024","2019","","Add to Catalog VAT Rates cod Vat","","","","(VATOnRelease) Add to Catalog VAT Rates cod Vat ITALY",""
"passed","Wed Jul 17 04:12:42 UTC 2024","Wed Jul 17 04:12:45 UTC 2024","3045","","Y_002 Department functional option check","","","","(VATOnRelease) Inventory Reconciliation",""
"failed","Wed Jul 17 03:29:18 UTC 2024","Wed Jul 17 03:29:28 UTC 2024","9688","","Settlements Adjustment >DR/CR","","","","(VATOnRelease) avansa Settlements Adjustment DR/ 419.2 KR/ 411.2",""
"passed","Wed Jul 17 02:46:56 UTC 2024","Wed Jul 17 02:46:57 UTC 2024","938","","Intangible assets","","","","(VATOnRelease) Data preparation Logo test created",""
"passed","Wed Jul 17 02:10:53 UTC 2024","Wed Jul 17 02:10:54 UTC 2024","1599","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""Products""",""
"passed","Wed Jul 17 03:59:55 UTC 2024","Wed Jul 17 04:00:08 UTC 2024","12883","","Cash Receipt > changes Cash flow activities","","","","(VATOnRelease) deletion Advanc and CashReceipt",""
"passed","Wed Jul 17 02:52:15 UTC 2024","Wed Jul 17 02:52:15 UTC 2024","140","","Check currency conversion for EU resident","","","","(VATOnRelease) Vat payer status",""
"passed","Wed Jul 17 02:54:20 UTC 2024","Wed Jul 17 02:54:22 UTC 2024","2447","","Check currency conversion for EU resident","","","","(VATOnRelease) Advanced invoice received JPY",""
"passed","Wed Jul 17 03:50:31 UTC 2024","Wed Jul 17 03:51:21 UTC 2024","50782","","BD available not available columns","","","","(VATOnRelease) BR Incasari rambursari sume neutilizate de la avans de trezorerie",""
"passed","Wed Jul 17 02:54:33 UTC 2024","Wed Jul 17 02:54:36 UTC 2024","3457","","Check currency conversion for EU resident","","","","(VATOnRelease) Notice of entry EUR",""
"passed","Wed Jul 17 03:34:59 UTC 2024","Wed Jul 17 03:35:02 UTC 2024","3660","","VAT calculation check","","","","(VATOnRelease) Purchase invoice",""
"failed","Wed Jul 17 03:02:38 UTC 2024","Wed Jul 17 03:02:58 UTC 2024","19904","","Documents generate on","","","","(VATOnRelease) PO generate Cash Payment",""
"passed","Wed Jul 17 02:50:19 UTC 2024","Wed Jul 17 02:50:22 UTC 2024","2567","","MainMenu","","","","(VATOnRelease) Contabilitate_Jurnale",""
"passed","Wed Jul 17 04:08:44 UTC 2024","Wed Jul 17 04:08:53 UTC 2024","9107","","AIR>BP>PI>PR>BR>check DR\CR","","","","(VATOnRelease) AIR generate Purchase Invoice 1",""
"passed","Wed Jul 17 03:59:11 UTC 2024","Wed Jul 17 03:59:14 UTC 2024","3030","","Cash change CashFlowActivity avai. not availab. columns","","","","(VATOnRelease) CR Incasari rambursari sume neutilizate de la avans de trezorerie (Val)",""
"failed","Wed Jul 17 02:42:47 UTC 2024","Wed Jul 17 02:42:54 UTC 2024","7618","","Chief accountant profile check","","","","(VATOnRelease) Accountant user creation",""
"passed","Wed Jul 17 02:15:13 UTC 2024","Wed Jul 17 02:15:14 UTC 2024","1211","","002 Smoke tests documents","","","","(VATOnRelease) List form opening ""ChangeIntangibleAssetsParameters""",""
"passed","Wed Jul 17 03:08:51 UTC 2024","Wed Jul 17 03:08:54 UTC 2024","3222","","Documents generate on","","","","(VATOnRelease) Purchase Invoice for Sales invoise1",""
"passed","Wed Jul 17 02:27:43 UTC 2024","Wed Jul 17 02:27:44 UTC 2024","1298","","100 Fixed and intangible assets","","","","(VATOnRelease) Fixed assets classifier filling check",""
"passed","Wed Jul 17 02:09:10 UTC 2024","Wed Jul 17 02:09:11 UTC 2024","1048","","001 Smoke Tests Catalogs","","","","(VATOnRelease) List form opening ""WorldCountries""",""
"passed","Wed Jul 17 02:15:11 UTC 2024","Wed Jul 17 02:15:12 UTC 2024","1455","","002 Smoke tests documents","","","","(VATOnRelease) List form opening ""OpeningBalance""",""
"passed","Wed Jul 17 04:13:34 UTC 2024","Wed Jul 17 04:13:36 UTC 2024","1837","","Y_002 Department functional option check","","","","(VATOnRelease) Report AnalysisByDimension False",""
"passed","Wed Jul 17 02:10:15 UTC 2024","Wed Jul 17 02:10:16 UTC 2024","1001","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""Units""",""
"failed","Wed Jul 17 02:34:35 UTC 2024","Wed Jul 17 02:34:55 UTC 2024","19846","","220 Sales invoice and Sales return","","","","(VATOnRelease) Sales invoice for services creating",""
"passed","Wed Jul 17 03:12:10 UTC 2024","Wed Jul 17 03:12:14 UTC 2024","4380","","Documents generate on","","","","(VATOnRelease) ExitNotice button generate document",""
